business_size,business_stage,industry,revenue_trend,marketing_spend_pct,acquisition_trend,pricing_strategy,capacity_utilisation,workforce_size,attrition_rate_bucket,skill_gap_level,salary_competitiveness,workload_level,risk_tolerance,budget_flexibility,hiring_feasibility,planned_marketing_change,planned_retention_invest,hiring_plan,growth_target_hit,high_attrition_risk,expected_attrition_cost
11-50,Scaling,Services,Growing_slowly,10-20,Increasing,Premium,Optimal,31,5-10,Some skill gaps,Market-aligned,Sustainable,High,Moderate,Easy,+20,0,Net new hires,1,1,15797.64
11-50,Mature,Other,Flat,<5,Stable,Premium,Optimal,28,<5,Significant gaps,Market-aligned,Sustainable,Medium,Very limited,Difficult,+5,+10,Replace only,0,0,13974.84
1-10,Early-stage,Finance,Declining,5-10,Increasing,Premium,Under-utilised,7,10-20,Some skill gaps,Market-aligned,Sustainable,Low,Moderate,Easy,+5,0,Freeze,0,0,4733.34
51-200,Early-stage,Finance,Flat,<5,Declining,Market-average,Optimal,100,5-10,Fully covered,Below market,High,Low,Moderate,Moderate,0,+5,Replace only,0,0,58916.32
200+,Growth,Finance,Flat,>20,Increasing,Low-cost,Over-stretched,419,<5,Some skill gaps,Below market,High,High,Moderate,Easy,+10,+3,Replace only,0,1,287185.25
1-10,Growth,Services,Growing_slowly,10-20,Increasing,Low-cost,Over-stretched,6,>20,Some skill gaps,Below market,Sustainable,Medium,Moderate,Difficult,+10,+3,Replace only,1,0,4560.07
11-50,Early-stage,Tech,Growing_fast,5-10,Stable,Market-average,Optimal,33,10-20,Fully covered,Market-aligned,High,Low,Flexible,Moderate,+20,+5,Freeze,1,1,23074.33
1-10,Early-stage,Services,Growing_slowly,10-20,Stable,Market-average,Optimal,7,5-10,Some skill gaps,Below market,Sustainable,Medium,Very limited,Moderate,+5,+3,Freeze,1,1,4124.81
51-200,Growth,Tech,Growing_fast,<5,Increasing,Market-average,Under-utilised,122,<5,Significant gaps,Market-aligned,Sustainable,Low,Moderate,Difficult,+10,+5,Net new hires,1,1,59086.76
11-50,Early-stage,Services,Growing_slowly,10-20,Stable,Market-average,Optimal,33,10-20,Some skill gaps,Below market,Sustainable,Low,Moderate,Easy,-10,+3,Freeze,1,1,27765.26
51-200,Early-stage,Tech,Declining,10-20,Stable,Market-average,Over-stretched,103,<5,Fully covered,Below market,High,High,Moderate,Moderate,+5,+5,Replace only,0,1,71151.48
51-200,Mature,Tech,Flat,<5,Stable,Premium,Over-stretched,141,10-20,Some skill gaps,Market-aligned,Sustainable,Medium,Moderate,Difficult,0,0,Net new hires,1,1,104489.45
51-200,Growth,Other,Flat,>20,Declining,Market-average,Optimal,127,10-20,Fully covered,Above market,Sustainable,Low,Moderate,Moderate,+5,+3,Replace only,1,0,43792.96
1-10,Mature,Retail,Flat,<5,Declining,Market-average,Optimal,7,5-10,Fully covered,Market-aligned,High,High,Moderate,Easy,0,+5,Replace only,0,0,3241.03
200+,Mature,Retail,Growing_fast,10-20,Stable,Market-average,Optimal,390,5-10,Fully covered,Above market,High,High,Flexible,Difficult,0,+5,Freeze,0,1,250469.24
1-10,Early-stage,Services,Growing_slowly,<5,Increasing,Premium,Optimal,6,<5,Fully covered,Below market,High,High,Flexible,Easy,+10,+5,Replace only,0,0,3648.01
1-10,Scaling,Retail,Growing_slowly,10-20,Stable,Market-average,Under-utilised,6,5-10,Some skill gaps,Market-aligned,Sustainable,Medium,Flexible,Moderate,+5,+10,Replace only,1,1,2790.21
11-50,Scaling,Other,Growing_slowly,<5,Stable,Market-average,Under-utilised,40,5-10,Fully covered,Below market,Sustainable,High,Moderate,Easy,0,0,Freeze,0,0,19290.08
11-50,Scaling,Retail,Flat,<5,Declining,Low-cost,Optimal,39,<5,Fully covered,Market-aligned,Sustainable,Low,Moderate,Moderate,+10,+5,Replace only,0,1,20859.4
51-200,Early-stage,Retail,Growing_slowly,5-10,Declining,Premium,Optimal,109,>20,Fully covered,Below market,Sustainable,High,Moderate,Moderate,-10,+5,Freeze,1,0,81265.18
51-200,Early-stage,Services,Declining,>20,Increasing,Market-average,Over-stretched,144,10-20,Significant gaps,Below market,High,Medium,Moderate,Moderate,0,0,Freeze,1,1,128901.82
11-50,Early-stage,Services,Flat,5-10,Declining,Premium,Over-stretched,38,<5,Some skill gaps,Market-aligned,High,Low,Very limited,Moderate,0,0,Replace only,0,0,27092.04
200+,Scaling,Retail,Flat,10-20,Increasing,Market-average,Optimal,463,5-10,Some skill gaps,Market-aligned,Unsustainable,Low,Moderate,Moderate,0,0,Replace only,1,1,360409.3
11-50,Mature,Other,Flat,5-10,Stable,Market-average,Optimal,39,5-10,Some skill gaps,Below market,High,Low,Flexible,Difficult,+10,+5,Replace only,1,1,26443.94
11-50,Scaling,Services,Growing_slowly,10-20,Increasing,Market-average,Over-stretched,38,5-10,Fully covered,Above market,Sustainable,Medium,Moderate,Moderate,+5,+10,Replace only,1,0,15701.24
11-50,Scaling,Services,Declining,5-10,Stable,Premium,Under-utilised,35,5-10,Significant gaps,Market-aligned,Sustainable,High,Very limited,Moderate,+5,+10,Replace only,0,0,22311.27
200+,Mature,Services,Flat,5-10,Increasing,Premium,Over-stretched,433,<5,Fully covered,Market-aligned,Unsustainable,Low,Moderate,Easy,+5,+3,Freeze,0,0,300622.92
1-10,Scaling,Services,Growing_fast,>20,Declining,Market-average,Under-utilised,7,<5,Fully covered,Market-aligned,Sustainable,High,Moderate,Difficult,0,+5,Freeze,1,0,3153.77
1-10,Early-stage,Other,Growing_fast,5-10,Increasing,Low-cost,Over-stretched,6,<5,Fully covered,Below market,High,Medium,Flexible,Moderate,+5,0,Replace only,1,1,4029.34
11-50,Mature,Finance,Growing_slowly,5-10,Stable,Low-cost,Under-utilised,30,<5,Fully covered,Market-aligned,High,Low,Very limited,Moderate,+10,+10,Replace only,0,1,18911.7
200+,Growth,Services,Growing_slowly,>20,Declining,Market-average,Over-stretched,571,10-20,Fully covered,Market-aligned,High,Medium,Moderate,Easy,+5,+10,Net new hires,1,0,345160.24
200+,Early-stage,Services,Growing_slowly,5-10,Stable,Premium,Under-utilised,394,>20,Some skill gaps,Below market,Sustainable,Low,Moderate,Difficult,+5,+3,Net new hires,1,1,350644.81
51-200,Growth,Services,Declining,5-10,Stable,Premium,Over-stretched,86,10-20,Fully covered,Below market,Sustainable,Low,Moderate,Moderate,0,0,Replace only,0,1,54545.58
200+,Mature,Tech,Flat,5-10,Stable,Market-average,Optimal,511,>20,Fully covered,Below market,Sustainable,Medium,Moderate,Easy,-10,+10,Net new hires,1,0,297741.58
200+,Growth,Services,Declining,10-20,Increasing,Market-average,Under-utilised,466,5-10,Some skill gaps,Market-aligned,Sustainable,High,Moderate,Easy,-10,+5,Freeze,1,1,340430.61
11-50,Growth,Finance,Flat,>20,Increasing,Market-average,Over-stretched,36,5-10,Some skill gaps,Market-aligned,Sustainable,Low,Moderate,Moderate,+10,+10,Net new hires,1,0,15847.58
11-50,Early-stage,Retail,Growing_fast,10-20,Stable,Premium,Under-utilised,34,>20,Significant gaps,Above market,High,Medium,Moderate,Easy,0,+3,Replace only,1,0,26961.19
51-200,Early-stage,Tech,Growing_slowly,10-20,Increasing,Market-average,Optimal,136,<5,Fully covered,Below market,High,Medium,Moderate,Moderate,+10,0,Replace only,0,0,105150.06
51-200,Early-stage,Finance,Growing_fast,5-10,Stable,Low-cost,Optimal,147,<5,Significant gaps,Market-aligned,Sustainable,Medium,Moderate,Moderate,+5,0,Freeze,1,0,60893.07
11-50,Scaling,Finance,Growing_slowly,<5,Declining,Market-average,Over-stretched,32,>20,Some skill gaps,Below market,Sustainable,High,Moderate,Moderate,0,+3,Replace only,1,0,25915.63
1-10,Mature,Tech,Growing_slowly,<5,Increasing,Market-average,Over-stretched,8,10-20,Some skill gaps,Market-aligned,Unsustainable,Medium,Moderate,Difficult,+5,+10,Replace only,1,1,5675.32
51-200,Early-stage,Retail,Growing_slowly,<5,Stable,Market-average,Optimal,140,>20,Fully covered,Market-aligned,Sustainable,High,Moderate,Moderate,0,0,Replace only,1,1,88314.7
11-50,Growth,Retail,Growing_slowly,<5,Declining,Premium,Over-stretched,31,<5,Some skill gaps,Above market,Sustainable,Medium,Moderate,Easy,+20,+3,Net new hires,1,1,22159.95
200+,Early-stage,Finance,Growing_slowly,10-20,Declining,Premium,Over-stretched,551,10-20,Fully covered,Market-aligned,High,Low,Flexible,Moderate,0,+10,Net new hires,1,0,241848.57
1-10,Early-stage,Tech,Flat,<5,Stable,Low-cost,Optimal,9,<5,Some skill gaps,Below market,Sustainable,Medium,Flexible,Difficult,+10,0,Replace only,1,0,5396.12
1-10,Growth,Tech,Growing_slowly,<5,Stable,Low-cost,Optimal,6,5-10,Some skill gaps,Above market,Sustainable,Medium,Moderate,Difficult,0,+3,Replace only,1,1,2847.72
51-200,Scaling,Services,Flat,5-10,Stable,Market-average,Optimal,148,>20,Fully covered,Market-aligned,Sustainable,Medium,Very limited,Difficult,+5,+5,Replace only,0,1,74212.42
1-10,Scaling,Tech,Growing_slowly,<5,Stable,Market-average,Optimal,6,5-10,Fully covered,Below market,Unsustainable,Low,Moderate,Difficult,+5,+3,Replace only,0,0,4055.66
1-10,Growth,Services,Declining,<5,Increasing,Market-average,Optimal,7,10-20,Significant gaps,Above market,High,Low,Very limited,Easy,0,+3,Freeze,0,0,5910.51
11-50,Growth,Finance,Growing_slowly,<5,Increasing,Low-cost,Optimal,38,>20,Some skill gaps,Market-aligned,High,High,Moderate,Easy,0,+5,Replace only,1,1,29807.37
200+,Early-stage,Tech,Flat,5-10,Declining,Low-cost,Over-stretched,520,>20,Some skill gaps,Market-aligned,Unsustainable,High,Moderate,Easy,0,0,Replace only,0,1,401373.37
1-10,Early-stage,Services,Flat,5-10,Declining,Premium,Optimal,8,<5,Significant gaps,Market-aligned,High,Medium,Flexible,Easy,+10,+5,Replace only,1,1,4480.01
11-50,Mature,Other,Growing_slowly,10-20,Stable,Low-cost,Optimal,31,<5,Fully covered,Below market,Sustainable,Medium,Moderate,Difficult,+5,+10,Replace only,1,0,13700.16
51-200,Scaling,Services,Flat,>20,Declining,Premium,Under-utilised,115,>20,Some skill gaps,Market-aligned,High,High,Very limited,Easy,-10,0,Replace only,0,1,72964.76
200+,Mature,Services,Growing_fast,10-20,Stable,Market-average,Under-utilised,424,5-10,Some skill gaps,Market-aligned,High,Low,Moderate,Moderate,0,0,Net new hires,0,0,295464.89
11-50,Mature,Retail,Flat,10-20,Stable,Market-average,Over-stretched,39,5-10,Fully covered,Above market,Sustainable,Medium,Moderate,Easy,+20,0,Net new hires,0,1,20943.62
1-10,Scaling,Tech,Flat,>20,Increasing,Low-cost,Optimal,7,<5,Fully covered,Below market,High,Low,Very limited,Difficult,-10,+5,Net new hires,1,1,4733.24
1-10,Mature,Tech,Declining,5-10,Stable,Low-cost,Over-stretched,7,<5,Significant gaps,Market-aligned,Sustainable,High,Moderate,Difficult,+5,0,Freeze,1,0,5772.84
1-10,Growth,Retail,Growing_fast,10-20,Increasing,Market-average,Optimal,6,>20,Fully covered,Market-aligned,Sustainable,Low,Very limited,Difficult,0,+3,Net new hires,0,0,3127.04
1-10,Early-stage,Services,Growing_slowly,5-10,Stable,Premium,Optimal,7,5-10,Fully covered,Market-aligned,Sustainable,Medium,Very limited,Moderate,0,+5,Replace only,1,0,3025.59
51-200,Early-stage,Tech,Flat,5-10,Increasing,Premium,Optimal,117,10-20,Fully covered,Market-aligned,Sustainable,Low,Moderate,Difficult,0,+3,Replace only,1,1,59080.93
1-10,Early-stage,Tech,Flat,5-10,Stable,Low-cost,Optimal,6,<5,Some skill gaps,Market-aligned,Unsustainable,Medium,Flexible,Difficult,+20,+3,Replace only,0,1,5035.19
11-50,Early-stage,Finance,Growing_slowly,<5,Increasing,Low-cost,Under-utilised,25,<5,Some skill gaps,Market-aligned,High,High,Flexible,Moderate,+5,+5,Replace only,0,0,17283.17
51-200,Growth,Tech,Growing_fast,10-20,Increasing,Low-cost,Optimal,137,5-10,Fully covered,Market-aligned,Sustainable,Low,Moderate,Moderate,0,+3,Replace only,1,0,52358.75
11-50,Scaling,Finance,Flat,<5,Stable,Market-average,Optimal,29,>20,Fully covered,Market-aligned,High,High,Moderate,Moderate,+5,+5,Net new hires,1,0,24896.28
1-10,Scaling,Services,Declining,10-20,Stable,Low-cost,Optimal,6,5-10,Fully covered,Market-aligned,High,Low,Flexible,Moderate,-10,+3,Replace only,1,0,3138.51
51-200,Growth,Retail,Declining,>20,Increasing,Low-cost,Under-utilised,148,5-10,Some skill gaps,Market-aligned,High,Medium,Flexible,Difficult,+20,+3,Freeze,0,0,113397.75
51-200,Early-stage,Tech,Declining,5-10,Stable,Premium,Optimal,135,5-10,Significant gaps,Market-aligned,High,Medium,Flexible,Moderate,0,0,Replace only,0,0,110124.01
51-200,Scaling,Tech,Growing_slowly,<5,Stable,Premium,Optimal,138,<5,Fully covered,Market-aligned,High,Low,Moderate,Moderate,+10,+5,Net new hires,1,1,83019.29
1-10,Growth,Services,Growing_fast,5-10,Stable,Market-average,Optimal,8,5-10,Some skill gaps,Market-aligned,Sustainable,Medium,Flexible,Moderate,+10,+3,Replace only,1,0,4084.69
1-10,Early-stage,Retail,Growing_fast,5-10,Increasing,Low-cost,Over-stretched,9,5-10,Some skill gaps,Below market,High,Medium,Moderate,Difficult,0,+5,Replace only,0,0,6829.03
200+,Growth,Tech,Growing_slowly,>20,Declining,Market-average,Over-stretched,509,<5,Some skill gaps,Below market,High,Medium,Very limited,Moderate,+20,+3,Net new hires,1,1,405880.64
11-50,Growth,Services,Flat,10-20,Stable,Low-cost,Optimal,33,10-20,Some skill gaps,Market-aligned,High,Medium,Very limited,Difficult,+20,+5,Freeze,1,1,25660.43
11-50,Growth,Services,Growing_fast,10-20,Declining,Market-average,Under-utilised,29,<5,Fully covered,Market-aligned,Unsustainable,Medium,Flexible,Moderate,+10,0,Replace only,0,1,22772.39
11-50,Scaling,Tech,Flat,5-10,Stable,Market-average,Optimal,28,10-20,Some skill gaps,Market-aligned,Unsustainable,Low,Flexible,Moderate,+5,+5,Net new hires,1,1,25015.11
51-200,Scaling,Retail,Flat,10-20,Increasing,Low-cost,Under-utilised,117,10-20,Some skill gaps,Above market,Sustainable,Low,Moderate,Moderate,+5,0,Net new hires,1,0,73001.3
200+,Scaling,Tech,Growing_slowly,10-20,Stable,Premium,Over-stretched,375,10-20,Some skill gaps,Market-aligned,High,High,Moderate,Easy,-10,0,Replace only,0,1,338430.59
11-50,Early-stage,Services,Declining,<5,Stable,Market-average,Over-stretched,30,10-20,Fully covered,Market-aligned,High,Medium,Moderate,Moderate,+20,+3,Net new hires,1,1,19793.36
200+,Scaling,Tech,Growing_fast,<5,Stable,Market-average,Under-utilised,439,5-10,Fully covered,Market-aligned,Sustainable,Low,Moderate,Moderate,0,0,Replace only,1,1,224809.99
1-10,Scaling,Services,Growing_fast,<5,Stable,Low-cost,Optimal,9,5-10,Fully covered,Market-aligned,Unsustainable,Low,Moderate,Moderate,+10,0,Replace only,0,1,6321.37
11-50,Early-stage,Services,Growing_slowly,5-10,Increasing,Market-average,Optimal,27,5-10,Fully covered,Market-aligned,Unsustainable,Medium,Moderate,Moderate,+10,0,Replace only,0,1,25966.37
51-200,Scaling,Services,Growing_slowly,>20,Declining,Low-cost,Under-utilised,120,<5,Fully covered,Market-aligned,High,Medium,Moderate,Moderate,+20,+10,Freeze,0,1,73440.05
1-10,Growth,Services,Flat,10-20,Increasing,Market-average,Optimal,6,10-20,Fully covered,Market-aligned,Sustainable,Low,Moderate,Difficult,+10,+5,Freeze,0,0,3915.41
1-10,Growth,Other,Declining,5-10,Increasing,Low-cost,Under-utilised,7,<5,Fully covered,Above market,Sustainable,High,Flexible,Easy,+10,+10,Replace only,0,0,2907.15
11-50,Early-stage,Services,Growing_slowly,>20,Increasing,Market-average,Optimal,39,5-10,Fully covered,Market-aligned,Unsustainable,High,Flexible,Difficult,+10,0,Freeze,1,0,29680.18
200+,Growth,Finance,Growing_slowly,<5,Stable,Market-average,Optimal,392,5-10,Significant gaps,Below market,Unsustainable,High,Very limited,Moderate,+5,0,Replace only,0,1,419525.53
11-50,Early-stage,Tech,Growing_fast,<5,Stable,Market-average,Optimal,33,10-20,Some skill gaps,Market-aligned,Sustainable,Medium,Moderate,Moderate,-10,0,Replace only,0,0,24606.79
200+,Early-stage,Services,Declining,>20,Declining,Market-average,Optimal,459,5-10,Fully covered,Above market,Sustainable,Medium,Moderate,Easy,+20,+5,Replace only,0,0,187523.35
51-200,Early-stage,Tech,Flat,>20,Increasing,Market-average,Optimal,132,5-10,Some skill gaps,Below market,High,Low,Very limited,Easy,0,+10,Net new hires,1,1,89138.09
11-50,Mature,Services,Flat,10-20,Increasing,Market-average,Optimal,32,5-10,Some skill gaps,Above market,Sustainable,Medium,Moderate,Moderate,+10,+3,Net new hires,1,0,17122.06
51-200,Growth,Retail,Growing_slowly,<5,Stable,Market-average,Optimal,142,>20,Fully covered,Above market,High,Medium,Moderate,Difficult,0,+3,Net new hires,1,1,93299.75
1-10,Growth,Finance,Growing_slowly,>20,Increasing,Market-average,Optimal,7,10-20,Some skill gaps,Market-aligned,Unsustainable,Low,Very limited,Moderate,+5,0,Replace only,1,1,5792.79
1-10,Growth,Retail,Growing_fast,10-20,Stable,Low-cost,Over-stretched,8,5-10,Fully covered,Market-aligned,Sustainable,Medium,Flexible,Easy,+5,+3,Freeze,1,0,3023.88
51-200,Mature,Retail,Flat,10-20,Stable,Market-average,Under-utilised,116,10-20,Some skill gaps,Below market,High,Medium,Moderate,Difficult,+20,+10,Replace only,0,0,61600.54
51-200,Growth,Tech,Growing_slowly,<5,Increasing,Low-cost,Optimal,133,<5,Fully covered,Below market,High,Medium,Very limited,Difficult,0,+5,Net new hires,0,0,112242.05
1-10,Mature,Tech,Declining,5-10,Declining,Market-average,Under-utilised,10,5-10,Some skill gaps,Market-aligned,Sustainable,Low,Moderate,Moderate,+5,+5,Net new hires,1,0,4797.87
11-50,Growth,Finance,Flat,10-20,Increasing,Market-average,Optimal,33,<5,Fully covered,Market-aligned,High,High,Moderate,Easy,0,+3,Replace only,1,0,17568.16
51-200,Early-stage,Tech,Flat,>20,Increasing,Low-cost,Optimal,119,5-10,Fully covered,Above market,High,Medium,Moderate,Moderate,+5,+3,Net new hires,1,0,70477.66
200+,Growth,Tech,Growing_slowly,5-10,Increasing,Market-average,Over-stretched,420,10-20,Some skill gaps,Below market,High,Medium,Moderate,Difficult,+5,0,Replace only,1,1,386761.49
51-200,Growth,Other,Growing_slowly,5-10,Increasing,Market-average,Over-stretched,109,5-10,Fully covered,Market-aligned,High,High,Very limited,Easy,0,+5,Replace only,0,1,78545.9
11-50,Scaling,Other,Flat,10-20,Stable,Market-average,Optimal,31,10-20,Fully covered,Market-aligned,Unsustainable,Low,Moderate,Easy,+5,+3,Freeze,1,1,27306.1
11-50,Mature,Retail,Growing_slowly,5-10,Stable,Premium,Optimal,34,5-10,Fully covered,Market-aligned,Sustainable,High,Flexible,Moderate,+10,0,Replace only,0,0,19291.43
11-50,Growth,Services,Growing_fast,5-10,Declining,Market-average,Over-stretched,30,<5,Some skill gaps,Market-aligned,Unsustainable,High,Moderate,Moderate,+10,+3,Replace only,1,1,23005.52
51-200,Mature,Finance,Flat,<5,Increasing,Market-average,Optimal,106,5-10,Some skill gaps,Above market,High,High,Moderate,Easy,+10,0,Replace only,1,1,82057.98
200+,Growth,Tech,Flat,<5,Declining,Low-cost,Optimal,236,10-20,Some skill gaps,Market-aligned,Sustainable,Medium,Flexible,Moderate,0,0,Replace only,0,0,142131.21
11-50,Growth,Services,Growing_slowly,10-20,Increasing,Market-average,Over-stretched,42,5-10,Some skill gaps,Below market,Sustainable,Low,Flexible,Difficult,+5,0,Replace only,1,1,33520.66
1-10,Growth,Services,Growing_slowly,<5,Stable,Low-cost,Optimal,9,5-10,Significant gaps,Market-aligned,Sustainable,Low,Flexible,Difficult,+5,+5,Replace only,0,1,3931.46
1-10,Early-stage,Other,Growing_fast,<5,Declining,Premium,Optimal,8,5-10,Fully covered,Below market,High,Medium,Very limited,Easy,+10,0,Net new hires,1,1,6655.46
51-200,Scaling,Other,Flat,>20,Declining,Market-average,Under-utilised,104,5-10,Some skill gaps,Above market,Unsustainable,Low,Very limited,Difficult,+10,+10,Net new hires,0,1,66619.91
51-200,Early-stage,Retail,Growing_slowly,10-20,Increasing,Market-average,Under-utilised,97,5-10,Fully covered,Above market,High,Medium,Moderate,Moderate,+5,0,Replace only,0,1,43877.13
1-10,Growth,Tech,Growing_fast,<5,Declining,Market-average,Over-stretched,6,>20,Fully covered,Below market,Sustainable,High,Flexible,Moderate,+10,+3,Replace only,0,0,3609.58
1-10,Growth,Services,Flat,5-10,Declining,Market-average,Under-utilised,8,<5,Some skill gaps,Market-aligned,Sustainable,Medium,Moderate,Easy,+10,+5,Replace only,0,0,3996.44
11-50,Early-stage,Tech,Flat,10-20,Declining,Market-average,Optimal,41,<5,Significant gaps,Market-aligned,High,Low,Flexible,Difficult,+5,0,Replace only,1,1,37413.5
1-10,Early-stage,Other,Growing_fast,5-10,Stable,Market-average,Optimal,8,10-20,Some skill gaps,Market-aligned,Unsustainable,Medium,Moderate,Easy,0,+10,Replace only,1,0,6261.45
51-200,Scaling,Tech,Declining,5-10,Increasing,Market-average,Optimal,135,10-20,Fully covered,Market-aligned,High,Low,Very limited,Easy,+10,+5,Replace only,1,0,86930.36
11-50,Early-stage,Tech,Growing_slowly,5-10,Stable,Market-average,Under-utilised,37,10-20,Some skill gaps,Above market,Sustainable,Medium,Flexible,Moderate,+5,0,Freeze,1,1,24730.27
